,utility,eiaid,name,label,enddate,demandrateunit,flatdemandunit,uri,sector,description,source,peakkwcapacitymax,peakkwcapacitymin,peakkwhuseagemax,peakkwhuseagemin,voltagecategory,phasewiring
174,"City of Kingfisher, Oklahoma (Utility Company)",10320,Commercial Rate,539f6a71ec4f024411ec8f79,,kW,,http://en.openei.org/apps/USURDB/rate/view/539f6a71ec4f024411ec8f79,Commercial,,ISU Documentation,,,,,,
177,Slinger Utilities,17324,General Service- Three-Phase- Time-of-Day,539f6a71ec4f024411ec8f8f,,kW,,http://en.openei.org/apps/USURDB/rate/view/539f6a71ec4f024411ec8f8f,Commercial,"This rate is subject to the following Adjustments and Riders:
*Power Cost Adjustment Clause, which includes a charge per all kWh that varies monthly.
*Commitment to Community Program Rider, which asses a monthly fee of 1.01% of the total electric bill.
*Renewable Energy Rider, this rider is voluntary 
*Parallel Generation (20 kW or less)-Net Energy Billing or Customer- Owned Generation Systems (Greater than 20 kW)
For more information see ""Source"".",http://psc.wi.gov/apps40/tariffs/viewfile.aspx?type=electric&id=5510,,,,,,3-Phase
182,Pella Cooperative Elec Assn,26765,Large Commercial Three Phase 75+ kVA,539f6a71ec4f024411ec8f9f,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/539f6a71ec4f024411ec8f9f,Commercial,"Additional Information
*All rates subject to an Energy Cost Adjustment. This allows the cooperative to recover the difference in actual purchased power cost and the actual purchased power cost recovered through base rates. This calculation shall include any rate changes, refund, and corrections from wholesale power suppliers and other adjustments and can be implemented at any time during the billing period.

*All rates subject to a Distribution Cost Adjustment. This is a charge established by Pella Cooperative Electric Association's Board of Directors annually, based upon the financial needs of the cooperative. All rates will be eligible for the distribution cost adjustment as a per kWh charge. This adjustment allows the Cooperative to share benefits from cost efficiencies as well as charge additional expenses not covered by the base retail rate.",http://www.pella-cea.org/pdf/Rates.pdf,,,,,,3-Phase
187,"Village of Jackson Center, Ohio (Utility Company)",9572,General Service- Single-Phase,539f6a72ec4f024411ec8fd1,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/539f6a72ec4f024411ec8fd1,Commercial,"To service furnished for any use that is not strictly Residential, Home, or Incidental Farm Use in character.  It also applies to Residential Service where the demand exceeds the limitations set in the Residential Service Schedule.",Rates Binder A,,,,,,
188,"Village of Minster, Ohio (Utility Company)",12660,Commercial General Service Rate 2 Single Phase,539f6a72ec4f024411ec8fd5,,kW,,http://en.openei.org/apps/USURDB/rate/view/539f6a72ec4f024411ec8fd5,Commercial,"*Applicable: This rate is available only to those non-residential customers whose monthly use of power and energy do not generally exceed 10 kilowatts of demand and/or 2,000 kilowatt-hours per month, and are receiving service under this rate prior to April 17, 2001.
*Subject to kWh tax adjustment and power cost adjustment.",http://www.amlegal.com/nxt/gateway.dll/Ohio/minster_oh/titlevpublicworks/chapter54electricservicerates?f=templates$fn=default.htm$3.0$vid=amlegal:minster_oh,,,,,,
189,"City of Zeeland, Michigan (Utility Company)",21158,"Secondary Rate  - Energy & Demand, Commercial (Rate C)",539f6a72ec4f024411ec8fdf,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/539f6b81ec4f024411ec9d55,Commercial,"*Fixed Monthly Charge = Energy Optimization Fee ($65.00)

*Minimum kW: 60% of last 11 months or minimum of 5kW = $55.00

*Power Factor: If the average power factor during the billing period is .900 or higher, the capacity charge will be reduced by 2%. The credit shall not be used to reduce the minimum charge or the capacity charge when based upon 60% of the highest billing demand of the preceding 11 months.",http://www.bpw.zeeland.mi.us/LinkClick.aspx?fileticket=RbsvzASnfsA%3d&tabid=4316&mid=7540,,,,,Secondary,
193,North Plains Electric Coop Inc,13757,Large Power-Commercial Primary Voltage,539f6a72ec4f024411ec8ff9,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/539f6a72ec4f024411ec8ff9,Commercial,"*Commercial and Industrial use with greater than 50 kVA public uses except those covered by a specific rate schedule.
*Minimum bill is $250.00 or $1.30/kVA  whichever is greater.
*3% discount of demand and energy for delivery of primary voltage (7200 volts).",http://npec.org/rates/all-rates-2/large-power/,,,,,Primary,
195,Wyandotte Municipal Serv Comm,21048,PRIMARY SERVICE RATE (GREATER THAN 1000KW),539f6a72ec4f024411ec9007,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/539f6a72ec4f024411ec9007,Commercial,,http://www.wyan.org/Electric/PDF/ElectricRatesEffective100112.aspx,4000,1000,,,Primary,3-Phase
196,Elkhorn Rural Public Pwr Dist,5780,"RATE 44,55 Urban General Service Demand",539f6a72ec4f024411ec9009,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/539f6a72ec4f024411ec9009,Commercial,"AVAILABLE: In the lease towns of Clearwater, Elgin and Ewing served by the District.
APPLICABLE: To commercial and industrial Customers with peak demands of 100 KW or more in any two summer months or 200 KW or more in any two months of a 12 consecutive month period, whose entire requirements are taken through a single meter at one location through one transformation. However, any commercial Customer with a load factor of at least 250 KWH/KW and either: (1) a demand greater than 50 KW, or (2) consumption greater than 15,000 KWH during any three months of a 12 consecutive month period shall have the option of billing under this schedule.",http://erppd.com/wp-content/uploads/commercial-rate29.pdf,,,,,Secondary,3-Phase
201,Oklahoma Electric Coop Inc,14062,Commercial Time-of-Peak,539f6a7fec4f024411ec902b,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/539f6a7fec4f024411ec902b,Commercial,,http://okcoop.coopwebbuilder2.com/sites/okcoop/files/TermsConds_Oct_2013.pdf,,75,,,,
202,"Broad River Electric Coop, Inc",2212,"Rate Code 70,Non-Residential Service, Single-Phase",539f6a7fec4f024411ec9035,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/539f6a7fec4f024411ec9035,Commercial,"* Available only to non-residential consumers of the Cooperative for no commercial use with no more than 5 kVa of installed transformer capacity.

* Subject to Wholesale Power Cost Adjustment and Sales tax.",Rate binder # 4(Illinios State University),,,,,,Single Phase
205,"City of Duncan, Oklahoma (Utility Company)",5429,General Service Secondary,539f6a7fec4f024411ec9069,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/539f6a7fec4f024411ec9069,Commercial,,ISU Document,,,,,Secondary,
206,Bluestem Electric Coop Inc,23826,Single-Phase General Service Demand,539f6a7fec4f024411ec906b,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/539f6a7fec4f024411ec906b,Commercial,Applicable to single-phase services where the consumer contracts for a demand of not less than 20 kW or more than 100 kW. May benefit those customers with a high load factor.,http://bluestemelectric.com/?page=services,,,,,,
210,"Village of Haskins, Ohio (Utility Company)",8240,Schedule B,539f6a80ec4f024411ec9089,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/539f6a80ec4f024411ec9089,Commercial,More than 25 kVa but less than 150 kVa of transformer capacity and all three phase services.,Rates Binder A,,,,,,
212,West River Electric Assn Inc,20401,Large Commercial > 250 kVA,539f6a80ec4f024411ec9097,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/539f6a80ec4f024411ec9097,Commercial,,http://www.westriver.com/files/pdf/91928_Rate_Chart_201.pdf,,,,,,
213,"Town of Boylston, Massachusetts (Utility Company)",2086,General /Commercial Rate Schedule B,539f6a80ec4f024411ec9099,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/539f6a80ec4f024411ec9099,Commercial,,"Rate Binder #10B, Illinois State University.",,,,,,
215,TDX North Slope Generating Co,19277,Rate Schedule 1 General Service Single Phase,5589a4215457a338328b4568,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/5589a4215457a338328b4568,Commercial,"Available to all utility customers.
Specific to single phase service.",http://rca.alaska.gov/RCAWeb/ViewFile.aspx?id=27e993b6-6bbe-4fe2-a12c-b28f51292889,,,,,,Single Phase
217,San Patricio Electric Coop Inc,16627,Large Commercial,539f6a80ec4f024411ec90b3,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/539f6a80ec4f024411ec90b3,Commercial,* Demand charge = SPEC Distribution kW charge ($7.82) + STEC kW Charge ($8.25),http://www.sanpatricioelectric.org/electricservice/electricservice.asp,,,,,,
219,"Town of Pikeville, North Carolina (Utility Company)",15046,CP CUSTOMERS,539f6a80ec4f024411ec90b9,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/539f6a80ec4f024411ec90b9,Commercial,,http://www.pikevillenc.com/stuff-you-need-to-know,,,,,,
222,"City of Nicholasville, Kentucky (Utility Company)",13577,Commercial,539f6a80ec4f024411ec90c7,,kW,,http://en.openei.org/apps/USURDB/rate/view/539f6a80ec4f024411ec90c7,Commercial,"To customers for electric power and energy requirements. Each premises will be supplied at one (1) point of delivery, and all service supplied will be measured through one (1) meter. Availability at this schedule is subject to the service policies of the city.",http://www.nicholasville.org/forms/ElecRate6-8-09.pdf,,,,,,
224,Rochester Public Utilities,16181,General Service Rate,55bfb8f15457a32819e28f88,,kW,,http://en.openei.org/apps/USURDB/rate/view/55bfb8f15457a32819e28f88,Commercial,"AVAILABILITY: At all locations for loads of less than 75 kW where facilities of adequate capacity and suitable voltage are adjacent to the premises to be served.

Definition of Season: Summer months are June through September. Non-summer months are January through May and October through December.

MINIMUM BILL: $29.00 per month.",http://www.rpu.org/documents/2015_rates.pdf,75,,,,Secondary,Single and 3-Phase
225,"City of Vandalia, Missouri (Utility Company)",19722,Commercial,539f6a8eec4f024411ec90e1,,kW,,http://en.openei.org/apps/USURDB/rate/view/539f6a8eec4f024411ec90e1,Commercial,,ISU Documentation,,,,,,
228,Amicalola Electric Member Corp,562,General Service: Schedule GS - 16 (Single-Phase),539f6a8eec4f024411ec90f5,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/539f6a8eec4f024411ec90f5,Commercial,,ISU Documentation,,,,,,Single Phase
231,"City of Stoughton, Wisconsin (Utility Company)",18181,Commercial TOU Single Phase,5582d26a5457a3ae366c88a6,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/5582d26a5457a3ae366c88a6,Commercial,Commercial General Time of Day Service (GS-2),http://stoughtonutilities.com/rates.aspx?category=residential,,,,,,
234,"City of Wauchula, Florida (Utility Company)",20209,Small Commercial Service,539f6a8eec4f024411ec912d,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/539fca74ec4f024d2f53fbf4,Commercial,"Applicable to any small commercial customer whose preceding 12 month average monthly energy consumption does not exceed 100 kWh, or any customary home occupation customer, and whose principal business is the sale of products or service without materially changing the composition, appearance or character of the goods or service sold.",http://www.cityofwauchula.com/Pages/WauchulaFL_CommissionAgendas/2014/03032014/Tariff,,,,,,
239,"City of Milton-Freewater, Oregon (Utility Company)",12615,Commercial,55c1221c5457a3c211e28f88,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/55c1221c5457a3c211e28f88,Commercial,,http://mfcity.com/sites/mfcity.com/files/File/electric/Electric%20rates%202015.pdf,,50,,,,
240,Lincoln Electric System,11018,Large Power Contract Dual Primary,539f6a8fec4f024411ec9143,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/539f6a8fec4f024411ec9143,Commercial,,http://www.les.com/business/rates/rate-schedules,,4000,,,Primary,3-Phase
243,Grand River Dam Authority,7490,SGS-C Small General Service Commercial,539f6a8fec4f024411ec914f,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/539f6a8fec4f024411ec914f,Commercial,,http://www.grda.com/electric/customer-service/retail-sales/small-general-service-commercial/,,,,,,Single and 3-Phase
246,"City of Ada, Minnesota (Utility Company)",87,Commercial Rates,539f6a8fec4f024411ec9159,,kW,,http://en.openei.org/apps/USURDB/rate/view/539f6a8fec4f024411ec9159,Commercial,Commercial Rates,http://www.adamn.gov/publicworks.aspx,,,,,,
247,Carroll County REMC,3086,GENERAL SERVICE - NON DEMAND RATE greater than 37.5 kVa,539f6a8fec4f024411ec915b,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/539f6a8fec4f024411ec915b,Commercial,,http://www.cwremc.com/index.php?option=com_content&view=article&id=139&Itemid=86,,,,,,
251,Kirbyville Light & Power Co,10359,Outside Commercial Electric,539f6a8fec4f024411ec9175,,kW,,http://en.openei.org/apps/USURDB/rate/view/539f6a8fec4f024411ec9175,Commercial,,ISu Documentation,,,,,,
252,Canton Municipal Utilities,2974,E04 COMMERCIAL ELECTRIC,539f6a8fec4f024411ec917b,,kW,,http://en.openei.org/apps/USURDB/rate/view/539f6a8fec4f024411ec917b,Commercial,,"http://www.cmu.com/images/admin/spotedit/attach/0/ELECTRIC_RATES__APRIL_1,_2006.pdf",,,,,,
254,Howard Greeley Rural P P D,8924,Village Miscellaneous Three Phase Demand,539f6a8fec4f024411ec9183,,kW,,http://en.openei.org/apps/USURDB/rate/view/539f6a8fec4f024411ec9183,Commercial,,Illinois State University Binder #10,,,,,,3-Phase
255,Clinton Combined Utility Sys,3804,General Electric Service,539f6a8fec4f024411ec9185,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/539f6a8fec4f024411ec9185,Commercial,,http://clintonsc.govoffice3.com/vertical/sites/%7B55F7B4D2-DDA3-4E24-B36B-2DCD490E9E5E%7D/uploads/%7BF5DED9F3-C86B-4D4F-A599-C4EADAE14F6D%7D.PDF,,,,,,
